long,lat,count
-73.9785,40.7667,192
-73.9787,40.7619,192
-73.9789,40.762,192
-73.9791,40.7444,192
-73.9794,40.7817,192
-73.9796,40.7527,192
-73.9800,40.7546,192
-73.9802,40.7805,192
-73.9811,40.7677,192
-73.9819,40.7693,192
-73.9825,40.7312,192
-73.9827,40.7230,192
-73.9828,40.7313,192
-73.9835,40.7383,192
-73.9839,40.7376,192
-73.9847,40.7485,192
-73.9851,40.7360,192
-73.9854,40.7688,192
-73.9866,40.7340,192
-73.9866,40.7398,192
-73.9872,40.7391,192
-73.9873,40.7604,192
-73.9884,40.7691,192
-73.9887,40.7688,192
-73.9904,40.7561,192
-73.9909,40.7397,192
-73.9917,40.7493,192
-73.9917,40.7546,192
-73.9921,40.7252,192
-73.9922,40.7306,192
-73.9932,40.7278,192
-73.9940,40.7205,192
-73.9943,40.7458,192
-73.9945,40.7404,192
-73.9947,40.7250,192
-73.9974,40.7417,192
-73.9977,40.7361,192
-73.9995,40.7387,192
-73.9997,40.7614,192
-73.9998,40.7284,192
-74.0000,40.7285,192
-74.0002,40.7287,192
-74.0012,40.7365,192
-74.0019,40.7245,192
-74.0025,40.7447,192
-74.0030,40.7492,192
-74.0053,40.7397,192
-74.0073,40.7400,192
-74.0099,40.7209,192
-74.0099,40.7210,192
-74.0103,40.7201,192
-74.0134,40.7158,192
-74.0139,40.7139,192
-74.0141,40.7025,192
-73.7871,40.6474,191
-73.7898,40.6470,191
-73.8755,40.7714,191
-73.9496,40.7769,191
-73.9525,40.7806,191
-73.9525,40.7865,191
-73.9528,40.7866,191
-73.9538,40.7708,191
-73.9548,40.7652,191
-73.9561,40.7759,191
-73.9576,40.7793,191
-73.9607,40.7698,191
-73.9612,40.7606,191
-73.9618,40.7768,191
-73.9619,40.7762,191
-73.9629,40.7750,191
-73.9644,40.8071,191
-73.9651,40.7722,191
-73.9670,40.7569,191
-73.9702,40.7623,191
-73.9706,40.7617,191
-73.9710,40.7613,191
-73.9716,40.7629,191
-73.9728,40.7957,191
-73.974,40.7564,191
-73.9748,40.7563,191
-73.9749,40.7558,191
-73.9751,40.7653,191
-73.9762,40.7449,191
-73.9765,40.7518,191
-73.9766,40.7854,191
-73.9769,40.7434,191
-73.9774,40.7518,191
-73.9776,40.7424,191
-73.9776,40.7516,191
-73.9777,40.7455,191
-73.9782,40.7308,191
-73.9785,40.7833,191
-73.9786,40.7523,191
-73.9791,40.7530,191
-73.9793,40.7276,191
-73.9795,40.7524,191
-73.9795,40.7525,191
-73.9796,40.7464,191
-73.9798,40.7520,191
-73.9808,40.7677,191
-73.9809,40.7444,191
-73.9814,40.7439,191
-73.9817,40.7285,191
-73.9818,40.7734,191
-73.9819,40.7521,191
-73.9821,40.7719,191
-73.9821,40.7720,191
-73.9822,40.7704,191
-73.9832,40.7345,191
-73.9836,40.7554,191
-73.9839,40.7436,191
-73.9840,40.7254,191
-73.984,40.7483,191
-73.9844,40.7697,191
-73.9845,40.7427,191
-73.9851,40.7578,191
-73.9852,40.7358,191
-73.9855,40.7680,191
-73.9859,40.7227,191
-73.9860,40.7265,191
-73.9860,40.7521,191
-73.9872,40.7206,191
-73.9872,40.7760,191
-73.9876,40.7703,191
-73.9877,40.7498,191
-73.9879,40.7382,191
-73.9888,40.7230,191
-73.9891,40.7582,191
-73.9892,40.7362,191
-73.9893,40.7362,191
-73.9893,40.7417,191
-73.9895,40.7473,191
-73.9903,40.7370,191
-73.9903,40.7371,191
-73.9903,40.7402,191
-73.9906,40.7486,191
-73.9917,40.7223,191
-73.9917,40.7444,191
-73.9918,40.7543,191
-73.9935,40.7417,191
-73.9946,40.7454,191
-73.9953,40.7694,191
-73.9956,40.7389,191
-73.9956,40.7644,191
-73.9971,40.7248,191
-73.9982,40.7610,191
-73.9983,40.7557,191
-74.0000,40.7387,191
-74.0005,40.7355,191
-74.0012,40.7392,191
-74.002,40.7337,191
-74.0038,40.7429,191
-74.0045,40.7415,191
-74.0049,40.7353,191
-74.0056,40.726,191
-74.0083,40.7381,191
-74.008,40.7199,191
-74.0086,40.7381,191
-74.0102,40.7199,191
-74.0140,40.7138,191
-73.9479,40.7788,190
-73.9496,40.7724,190
-73.9503,40.7715,190
-73.9518,40.7736,190
-73.9528,40.7831,190
-73.9555,40.7765,190
-73.9571,40.7662,190
-73.9582,40.7728,190
-73.9590,40.7805,190
-73.9598,40.7711,190
-73.9603,40.7788,190
-73.9626,40.7698,190
-73.9639,40.8027,190
-73.9670,40.7884,190
-73.9679,40.7656,190
-73.9690,40.7641,190
-73.9695,40.7850,190
-73.9703,40.7838,190
-73.970,40.7615,190
-73.9705,40.7617,190
-73.9706,40.7616,190
-73.9720,40.7598,190
-73.9723,40.7650,190
-73.9730,40.764,190
-73.9738,40.7830,190
-73.9749,40.7559,190
-73.9751,40.7553,190
-73.9751,40.7874,190
-73.9751,40.7875,190
-73.9753,40.7524,190
-73.9759,40.7763,190
-73.9760,40.7447,190
-73.9763,40.7517,190
-73.9767,40.7515,190
-73.9767,40.7519,190
-73.9769,40.7849,190
-73.9770,40.7642,190
-73.9773,40.7518,190
-73.9777,40.7788,190
-73.9782,40.7484,190
-73.9794,40.7727,190
-73.9806,40.7424,190
-73.9815,40.7468,190
-73.9821,40.7729,190
-73.9822,40.7691,190
-73.9827,40.7715,190
-73.9839,40.7435,190
-73.9840,40.7433,190
-73.9840,40.7551,190
-73.9841,40.7433,190
-73.9842,40.7431,190
-73.9847,40.7593,190
-73.9849,40.7420,190
-73.9856,40.7353,190
-73.9862,40.7224,190
-73.9867,40.7395,190
-73.9870,40.7388,190
-73.9871,40.7390,190
-73.9871,40.7594,190
-73.9872,40.7608,190
-73.9880,40.7499,190
-73.9887,40.7413,190
-73.9891,40.7583,190
-73.9894,40.7765,190
-73.9897,40.7523,190
-73.9898,40.7481,190
-73.9899,40.7514,190
-73.9900,40.7326,190
-73.9900,40.7572,190
-73.9902,40.7250,190
-73.9908,40.755,190
-73.9910,40.7395,190
-73.9911,40.7452,190
-73.9915,40.7597,190
-73.9927,40.7430,190
-73.9928,40.7241,190
-73.9928,40.7682,190
-73.9932,40.7277,190
-73.9940,40.7247,190
-73.9946,40.7402,190
-73.9967,40.7373,190
-73.9970,40.7374,190
-73.9977,40.7241,190
-73.9986,40.7296,190
-73.9994,40.7311,190
-74.0000,40.7612,190
-74.0005,40.7273,190
-74.0023,40.7280,190
-74.0028,40.7337,190
-74.0030,40.7313,190
-74.0037,40.7254,190
-74.0042,40.7334,190
-74.0046,40.741,190
-74.0052,40.728,190
-74.0058,40.7453,190
-74.0063,40.7381,190
-74.0075,40.7051,190
-74.0092,40.7154,190
-74.0092,40.7381,190
-74.0168,40.7050,190
-73.861,40.7684,189
-73.8724,40.774,189
-73.9365,40.7597,189
-73.9474,40.7794,189
-73.9524,40.7782,189
-73.9542,40.7783,189
-73.9545,40.7698,189
-73.9547,40.7655,189
-73.9547,40.7776,189
-73.955,40.7794,189
-73.9559,40.7879,189
-73.9565,40.7840,189
-73.9570,40.7745,189
-73.9600,40.7703,189
-73.9601,40.7704,189
-73.9614,40.7793,189
-73.9631,40.7750,189
-73.9642,40.7735,189
-73.9643,40.8071,189
-73.9657,40.7654,189
-73.9667,40.7642,189
-73.9682,40.7620,189
-73.9684,40.7647,189
-73.9701,40.7622,189
-73.9701,40.7623,189
-73.9705,40.7883,189
-73.9726,40.7591,189
-73.9741,40.7626,189
-73.9741,40.7888,189
-73.9746,40.7419,189
-73.9752,40.7330,189
-73.9762,40.7758,189
-73.9765,40.7754,189
-73.9777,40.7519,189
-73.9780,40.7513,189
-73.9781,40.751,189
-73.9786,40.7776,189
-73.9789,40.7617,189
-73.979,40.7619,189
-73.9795,40.7495,189
-73.9811,40.7251,189
-73.9819,40.7432,189
-73.9822,40.7709,189
-73.982,40.7691,189
-73.9829,40.7420,189
-73.9837,40.7380,189
-73.9837,40.7436,189
-73.9838,40.7318,189
-73.9840,40.7492,189
-73.9845,40.7543,189
-73.9846,40.7427,189
-73.9849,40.7479,189
-73.9851,40.7476,189
-73.9851,40.7478,189
-73.9852,40.7244,189
-73.9853,40.7595,189
-73.9856,40.7440,189
-73.9859,40.7408,189
-73.9864,40.7222,189
-73.9864,40.7265,189
-73.9864,40.7400,189
-73.9867,40.7256,189
-73.9869,40.7395,189
-73.9874,40.7289,189
-73.9876,40.7198,189
-73.9881,40.7379,189
-73.9886,40.7740,189
-73.9889,40.7582,189
-73.9894,40.7587,189
-73.9897,40.7258,189
-73.9899,40.7295,189
-73.9899,40.7354,189
-73.9901,40.7482,189
-73.9901,40.7508,189
-73.9901,40.7510,189
-73.9908,40.7500,189
-73.9910,40.7334,189
-73.9910,40.7553,189
-73.9910,40.7606,189
-73.9916,40.7265,189
-73.9917,40.7262,189
-73.9918,40.7383,189
-73.9918,40.7544,189
-73.9921,40.7308,189
-73.9924,40.7494,189
-73.9926,40.7373,189
-73.9934,40.7220,189
-73.9956,40.7233,189
-73.9960,40.7486,189
-73.9962,40.7427,189
-73.996,40.7254,189
-73.9967,40.7204,189
-73.9972,40.7249,189
-73.9990,40.7394,189
-74.0009,40.7290,189
-74.0010,40.7463,189
-74.0013,40.7363,189
-74.0020,40.7263,189
-74.0020,40.7507,189
-74.0039,40.7430,189
-74.0040,40.7429,189
-74.0053,40.7381,189
-74.0078,40.7402,189
-74.0089,40.7111,189
-74.0091,40.7155,189
-74.0169,40.7049,189
-73.7859,40.6389,188
-73.8612,40.7678,188
-73.8636,40.7690,188
-73.9322,40.7949,188
-73.9495,40.7767,188
-73.9496,40.7736,188
-73.9502,40.7837,188
-73.9512,40.7743,188
-73.9514,40.7778,188
-73.9526,40.7807,188
-73.9529,40.7719,188
-73.9535,40.7786,188
-73.9548,40.7792,188
-73.9557,40.7681,188
-73.9558,40.7797,188
-73.9561,40.7635,188
-73.9580,40.7686,188
-73.9588,40.7682,188
-73.9594,40.7799,188
-73.9595,40.7735,188
-73.9599,40.7792,188
-73.9600,40.7704,188
-73.9623,40.7673,188
-73.9625,40.8047,188
-73.9635,40.7745,188
-73.9639,40.7652,188
-73.9651,40.7551,188
-73.9651,40.7552,188
-73.9651,40.7721,188
-73.9654,40.7718,188
-73.9663,40.7619,188
-73.9695,40.7635,188
-73.9711,40.7511,188
-73.9721,40.7622,188
-73.9723,40.7622,188
-73.9726,40.7562,188
-73.9741,40.7370,188
-73.9743,40.7566,188
-73.9748,40.7420,188
-73.9748,40.7557,188
-73.9748,40.7651,188
-73.9757,40.7514,188
-73.9760,40.7512,188
-73.9769,40.7390,188
-73.9775,40.7534,188
-73.9778,40.7515,188
-73.9778,40.7533,188
-73.9787,40.7723,188
-73.9813,40.7791,188
-73.9822,40.7516,188
-73.9822,40.77,188
-73.9823,40.7426,188
-73.9832,40.7304,188
-73.9844,40.7249,188
-73.9844,40.7483,188
-73.9844,40.7546,188
-73.9846,40.7683,188
-73.9849,40.7289,188
-73.9852,40.7417,188
-73.9855,40.7678,188
-73.9862,40.7401,188
-73.9881,40.7376,188
-73.9884,40.7590,188
-73.9887,40.7312,188
-73.9888,40.7585,188
-73.9892,40.7480,188
-73.9894,40.7261,188
-73.9904,40.7565,188
-73.9907,40.7557,188
-73.9910,40.7509,188
-73.9911,40.7349,188
-73.9919,40.7256,188
-73.9930,40.7426,188
-73.9934,40.7570,188
-73.9939,40.7515,188
-73.9943,40.7408,188
-73.9970,40.7252,188
-73.9972,40.7416,188
-73.9972,40.7470,188
-73.9975,40.7245,188
-73.9978,40.7241,188
-73.9978,40.7450,188
-73.9983,40.7247,188
-73.9989,40.7231,188
-73.9991,40.7201,188
-73.9991,40.7232,188
-73.9993,40.7612,188
-73.9996,40.7342,188
-73.9999,40.7269,188
-74.0003,40.7302,188
-74.0009,40.7293,188
-74.0009,40.7367,188
-74.0012,40.7292,188
-74.0026,40.7305,188
-74.0034,40.7474,188
-74.0041,40.7478,188
-74.0051,40.7400,188
-74.0061,40.7234,188
-74.0063,40.7414,188
-74.0074,40.7408,188
-74.0081,40.7450,188
-74.0135,40.715,188
-74.0139,40.7141,188
-74.0144,40.7037,188
-73.7817,40.6444,187
-73.9462,40.7812,187
-73.9502,40.7755,187
-73.9514,40.7740,187
-73.9522,40.7780,187
-73.9528,40.7804,187
-73.9539,40.7668,187
-73.9541,40.7704,187
-73.9548,40.7777,187
-73.9553,40.7686,187
-73.9553,40.7770,187
-73.9554,40.7766,187
-73.9556,40.7877,187
-73.9558,40.7728,187
-73.9558,40.7760,187
-73.9562,40.7813,187
-73.9565,40.7680,187
-73.9565,40.7838,187
-73.9576,40.7654,187
-73.9579,40.7734,187
-73.9601,40.7789,187
-73.9612,40.7775,187
-73.9614,40.7742,187
-73.9620,40.7795,187
-73.9639,40.7711,187
-73.9641,40.7734,187
-73.9642,40.7733,187
-73.9649,40.8065,187
-73.9664,40.7645,187
-73.9682,40.7624,187
-73.9684,40.7650,187
-73.9698,40.7855,187
-73.9708,40.7958,187
-73.9716,40.7619,187
-73.9736,40.7947,187
-73.9738,40.7573,187
-73.974,40.7506,187
-73.9744,40.7508,187
-73.9747,40.7418,187
-73.9756,40.7818,187
-73.9763,40.7441,187
-73.9772,40.7430,187
-73.9774,40.7894,187
-73.9783,40.7510,187
-73.9784,40.7729,187
-73.9785,40.7623,187
-73.9791,40.7616,187
-73.9793,40.7817,187
-73.9795,40.7438,187
-73.9806,40.7338,187
-73.9809,40.7296,187
-73.9823,40.7398,187
-73.9825,40.7396,187
-73.9825,40.7722,187
-73.9826,40.7691,187
-73.9828,40.7234,187
-73.9839,40.7549,187
-73.9841,40.7491,187
-73.9846,40.7693,187
-73.9851,40.7239,187
-73.9853,40.7415,187
-73.9857,40.7410,187
-73.9861,40.7347,187
-73.9861,40.7404,187
-73.9872,40.7496,187
-73.9876,40.7285,187
-73.9879,40.7699,187
-73.9892,40.7476,187
-73.989,40.7478,187
-73.9903,40.7517,187
-73.9904,40.7371,187
-73.9906,40.7400,187
-73.9913,40.7601,187
-73.9916,40.7268,187
-73.9916,40.7599,187
-73.9919,40.7383,187
-73.9921,40.7378,187
-73.9931,40.7297,187
-73.9940,40.7564,187
-73.9942,40.7246,187
-73.9956,40.7595,187
-73.9963,40.7533,187
-73.9964,40.7379,187
-73.9972,40.7418,187
-73.997,40.7563,187
-73.9976,40.7244,187
-73.9983,40.7249,187
-73.9990,40.7230,187
-73.9994,40.7233,187
-73.9998,40.7285,187
-73.9998,40.7433,187
-74.0017,40.7563,187
-74.0046,40.7304,187
-74.0047,40.7420,187
-74.0047,40.7520,187
-74.0061,40.7345,187
-74.0078,40.7381,187
-74.0095,40.7151,187
-74.0098,40.7200,187
-74.0136,40.715,187
-74.0137,40.7151,187
-73.7823,40.6442,186
-73.8627,40.7672,186
-73.9490,40.7773,186
-73.9531,40.7800,186
-73.9535,40.7711,186
-73.9536,40.7710,186
-73.9538,40.7668,186
-73.9544,40.7698,186
-73.9555,40.7796,186
-73.9558,40.7723,186
-73.9571,40.7800,186
-73.9580,40.7788,186
-73.9592,40.7745,186
-73.9598,40.7626,186
-73.9615,40.7741,186
-73.9620,40.7763,186
-73.9639,40.7569,186
-73.9661,40.7647,186
-73.9668,40.7935,186
-73.9677,40.7560,186
-73.9685,40.7863,186
-73.9710,40.7556,186
-73.9727,40.7808,186
-73.9732,40.7436,186
-73.9735,40.7646,186
-73.9737,40.7632,186
-73.9747,40.7558,186
-73.9747,40.7881,186
-73.9748,40.7878,186
-73.9751,40.7561,186
-73.9753,40.7553,186
-73.9754,40.7555,186
-73.9761,40.7513,186
-73.9763,40.7883,186
-73.976,40.7515,186
-73.9764,40.7439,186
-73.9777,40.7462,186
-73.9781,40.7511,186
-73.9784,40.7511,186
-73.9786,40.7625,186
-73.9786,40.7774,186
-73.9794,40.7618,186
-73.9795,40.7713,186
-73.9799,40.7529,186
-73.9800,40.7547,186
-73.9804,40.7482,186
-73.9810,40.7678,186
-73.9812,40.7413,186
-73.9812,40.7735,186
-73.9815,40.7787,186
-73.982,40.7713,186
-73.9826,40.7273,186
-73.9829,40.7716,186
-73.9833,40.7561,186
-73.9839,40.7551,186
-73.9842,40.7250,186
-73.9844,40.7487,186
-73.9848,40.7692,186
-73.9856,40.7441,186
-73.9863,40.7401,186
-73.9873,40.7203,186
-73.9878,40.7440,186
-73.9880,40.7227,186
-73.9883,40.7277,186
-73.9888,40.7481,186
-73.9891,40.7579,186
-73.9894,40.7577,186
-73.9897,40.7294,186
-73.9925,40.7373,186
-73.9931,40.7525,186
-73.9934,40.7217,186
-73.9939,40.7414,186
-73.9943,40.7459,186
-73.9950,40.7399,186
-73.9953,40.749,186
-73.9956,40.7390,186
-73.9981,40.7608,186
-73.9988,40.7346,186
-74.0003,40.7478,186
-74.0012,40.7312,186
-74.0020,40.7349,186
-74.0021,40.7263,186
-74.0029,40.7340,186
-74.0032,40.7491,186
-74.0049,40.7285,186
-74.0053,40.7511,186
-74.0057,40.7404,186
-74.0058,40.7412,186
-74.0060,40.7350,186
-74.0078,40.7172,186
-74.0084,40.7342,186
-74.0092,40.7200,186
-74.0095,40.7200,186
-74.0100,40.7213,186
-74.1772,40.6950,186
-73.8725,40.774,185
-73.9513,40.7742,185
-73.9517,40.7734,185
-73.9524,40.7727,185
-73.9524,40.7808,185
-73.9537,40.7788,185
-73.9539,40.7871,185
-73.9564,40.7672,185
-73.9568,40.7747,185
-73.9572,40.7799,185
-73.9573,40.7743,185
-73.9585,40.7813,185
-73.9599,40.7793,185
-73.9616,40.7770,185
-73.9621,40.7763,185
-73.9662,40.7620,185
-73.9664,40.7617,185
-73.9705,40.7615,185
-73.9720,40.7568,185
-73.9725,40.7859,185
-73.9732,40.7437,185
-73.9733,40.7640,185
-73.9741,40.7630,185
-73.9745,40.7781,185
-73.9765,40.7395,185
-73.9766,40.7519,185
-73.9767,40.7884,185
-73.9773,40.7844,185
-73.9778,40.7534,185
-73.9781,40.7418,185
-73.9786,40.7775,185
-73.9789,40.7506,185
-73.979,40.7525,185
-73.9797,40.7812,185
-73.9799,40.7392,185
-73.9799,40.7804,185
-73.9803,40.7484,185
-73.9804,40.7702,185
-73.9811,40.7209,185
-73.9814,40.7470,185
-73.9815,40.7736,185
-73.9817,40.7408,185
-73.9820,40.7695,185
-73.9821,40.7726,185
-73.9822,40.772,185
-73.9822,40.7739,185
-73.9826,40.7354,185
-73.9834,40.7659,185
-73.9835,40.7499,185
-73.9837,40.7552,185
-73.9839,40.7548,185
-73.9843,40.7550,185
-73.9847,40.7480,185
-73.9851,40.7686,185
-73.9852,40.7476,185
-73.9853,40.7594,185
-73.9854,40.7474,185
-73.9856,40.7630,185
-73.9861,40.7225,185
-73.9864,40.7402,185
-73.9867,40.7397,185
-73.9873,40.7387,185
-73.9875,40.7497,185
-73.9878,40.7286,185
-73.9885,40.7313,185
-73.9886,40.7412,185
-73.9888,40.7424,185
-73.9892,40.7265,185
-73.9893,40.7261,185
-73.9895,40.7357,185
-73.9897,40.7393,185
-73.9897,40.7518,185
-73.9897,40.7564,185
-73.9897,40.7572,185
-73.9898,40.7482,185
-73.9901,40.7190,185
-73.9902,40.7370,185
-73.9903,40.7463,185
-73.9903,40.7573,185
-73.9906,40.7504,185
-73.9911,40.7511,185
-73.9919,40.7543,185
-73.9923,40.7427,185
-73.9925,40.7429,185
-73.9941,40.7247,185
-73.9952,40.7440,185
-73.9952,40.7547,185
-73.9959,40.7692,185
-73.9964,40.7372,185
-73.9974,40.7416,185
-73.9975,40.7300,185
-73.9976,40.7224,185
-73.9983,40.7403,185
-73.998,40.7228,185
-73.9987,40.7552,185
-73.9991,40.7278,185
-73.9994,40.7341,185
-73.9997,40.7344,185
-73.9998,40.7386,185
-74.0000,40.7380,185
-74.0007,40.7473,185
-74.0009,40.7470,185
-74.001,40.7464,185
-74.0014,40.7393,185
-74.0035,40.7434,185
-74.0044,40.7285,185
-74.0044,40.7307,185
-74.0045,40.7072,185
-74.0046,40.7343,185
-74.0050,40.741,185
-74.005,40.7256,185
-74.0058,40.7451,185
-74.0069,40.7407,185
-74.0077,40.7407,185
-74.0087,40.7191,185
-74.0111,40.7157,185
-73.7889,40.6415,184
-73.8613,40.768,184
-73.870,40.7737,184
-73.9461,40.7731,184
-73.9493,40.7768,184
-73.9503,40.7836,184
-73.9514,40.7827,184
-73.9536,40.7786,184
-73.9537,40.7879,184
-73.9544,40.7657,184
-73.9571,40.7832,184
-73.9574,40.7803,184
-73.9587,40.7689,184
-73.9591,40.7750,184
-73.9598,40.7707,184
-73.9601,40.7737,184
-73.9601,40.7761,184
-73.9649,40.7556,184
-73.9656,40.7685,184
-73.9658,40.7653,184
-73.9683,40.7865,184
-73.9721,40.7455,184
-73.9728,40.764,184
-73.9729,40.7557,184
-73.9733,40.7898,184
-73.9749,40.7560,184
-73.9756,40.7513,184
-73.9772,40.7429,184
-73.9774,40.7741,184
-73.9780,40.7521,184
-73.9781,40.7525,184
-73.9785,40.7828,184
-73.9787,40.7825,184
-73.9788,40.7559,184
-73.9789,40.7722,184
-73.9790,40.7525,184
-73.9791,40.7502,184
-73.9791,40.7558,184
-73.9792,40.7617,184
-73.9793,40.7616,184
-73.9797,40.7710,184
-73.9798,40.7546,184
-73.9800,40.7838,184
-73.9801,40.7515,184
-73.9801,40.7530,184
-73.9801,40.7607,184
-73.9804,40.7649,184
-73.9808,40.7476,184
-73.9809,40.7420,184
-73.9818,40.7283,184
-73.9820,40.7752,184
-73.9822,40.7753,184
-73.9823,40.7738,184
-73.9824,40.7726,184
-73.9827,40.7421,184
-73.9828,40.7227,184
-73.9831,40.7304,184
-73.9831,40.7504,184
-73.9844,40.7330,184
-73.9855,40.7472,184
-73.9858,40.7408,184
-73.9862,40.7222,184
-73.9881,40.7594,184
-73.9882,40.7592,184
-73.9886,40.7741,184
-73.9887,40.7692,184
-73.9893,40.7342,184
-73.9894,40.7342,184
-73.9897,40.7384,184
-73.9898,40.7470,184
-73.9906,40.7367,184
-73.9910,40.7396,184
-73.9912,40.7236,184
-73.9918,40.7262,184
-73.9918,40.7272,184
-73.9918,40.7545,184
-73.9925,40.7434,184
-73.9951,40.7500,184
-73.9956,40.7440,184
-73.9959,40.7488,184
-73.9965,40.7253,184
-73.9968,40.7372,184
-73.9974,40.7193,184
-73.9976,40.7217,184
-73.9987,40.7453,184
-73.9993,40.7441,184
-73.9997,40.7268,184
-73.9997,40.7386,184
-74.001,40.7292,184
-74.0014,40.7260,184
-74.0014,40.7261,184
-74.0016,40.7617,184
-74.0022,40.7387,184
-74.0045,40.7347,184
-74.0048,40.7469,184
-74.0054,40.7399,184
-74.0055,40.7457,184
-74.0056,40.7267,184
-74.0057,40.740,184
-74.0059,40.7437,184
-74.0061,40.7404,184
-74.006,40.7330,184
-74.0099,40.7201,184
-74.0118,40.7076,184
-74.0145,40.7179,184
-73.7872,40.6475,183
-73.8658,40.7711,183
-73.9384,40.8048,183
-73.9484,40.7741,183
-73.9490,40.7774,183
-73.9495,40.7735,183
-73.9502,40.7722,183
-73.9517,40.7817,183
-73.9525,40.7725,183
-73.9532,40.7676,183
-73.9542,40.7790,183
-73.9543,40.7869,183
-73.9570,40.7748,183
-73.9577,40.7822,183
-73.9581,40.7730,183
-73.9582,40.7815,183
-73.9592,40.7744,183
-73.9611,40.7717,183
-73.9633,40.7747,183
-73.9649,40.7725,183
-73.9651,40.7593,183
-73.9656,40.7902,183
-73.9667,40.7889,183
-73.9680,40.7654,183
-73.9688,40.7544,183
-73.9719,40.7631,183
-73.9726,40.7559,183
-73.9745,40.7875,183
-73.9746,40.7508,183
-73.9751,40.7458,183
-73.9753,40.7523,183
-73.9760,40.7449,183
-73.9765,40.7515,183
-73.9775,40.7424,183
-73.9776,40.7522,183
-73.9778,40.7532,183
-73.9780,40.7251,183
-73.9783,40.7630,183
-73.9791,40.7557,183
-73.9792,40.7500,183
-73.979,40.7617,183
-73.9800,40.7805,183
-73.9801,40.7430,183
-73.9805,40.7218,183
-73.9807,40.7747,183
-73.9808,40.7306,183
-73.9810,40.7340,183
-73.9813,40.7681,183
-73.9814,40.7809,183
-73.9821,40.7711,183
-73.9821,40.7742,183
-73.982,40.7717,183
-73.9834,40.7558,183
-73.9835,40.7605,183
-73.9843,40.7591,183
-73.9844,40.7426,183
-73.9844,40.7427,183
-73.9845,40.7486,183
-73.9847,40.7423,183
-73.9851,40.7687,183
-73.9854,40.7530,183
-73.9869,40.7609,183
-73.9872,40.7447,183
-73.9875,40.7328,183
-73.9878,40.7287,183
-73.9878,40.7438,183
-73.9879,40.7283,183
-73.9887,40.7365,183
-73.9888,40.7414,183
-73.9897,40.7355,183
-73.9897,40.7356,183
-73.9899,40.7467,183
-73.9902,40.7465,183
-73.990,40.7502,183
-73.9905,40.7563,183
-73.9906,40.7458,183
-73.9906,40.7459,183
-73.9911,40.7332,183
-73.9912,40.7497,183
-73.9919,40.7541,183
-73.9920,40.7259,183
-73.9921,40.7643,183
-73.9922,40.7380,183
-73.992,40.749,183
-73.9924,40.7248,183
-73.9935,40.7245,183
-73.9938,40.7523,183
-73.9940,40.7410,183
-73.9943,40.7509,183
-73.9951,40.7398,183
-73.9954,40.7496,183
-73.9957,40.7693,183
-73.9963,40.7220,183
-73.9970,40.7471,183
-73.9973,40.7365,183
-73.9981,40.7251,183
-73.9984,40.7403,183
-73.9985,40.7609,183
-74.0016,40.7354,183
-74.0019,40.7350,183
-74.0032,40.7326,183
-74.0045,40.7522,183
-74.0050,40.7516,183
-74.0081,40.7474,183
-74.0083,40.7166,183
-74.0099,40.7099,183
-74.0100,40.7208,183
-73.8715,40.7715,182
-73.9392,40.8050,182
-73.9437,40.7766,182
-73.9448,40.7789,182
-73.9508,40.7696,182
-73.9513,40.7701,182
-73.9523,40.7687,182
-73.9525,40.7782,182
-73.9530,40.7801,182
-73.9536,40.7708,182
-73.9536,40.7848,182
-73.9545,40.7837,182
-73.9556,40.7878,182
-73.9566,40.7714,182
-73.9568,40.7806,182
-73.9577,40.7703,182
-73.9578,40.7703,182
-73.9579,40.7703,182
-73.9587,40.7638,182
-73.9590,40.7810,182
-73.9595,40.7800,182
-73.9599,40.7705,182
-73.9608,40.7695,182
-73.9629,40.7749,182
-73.9637,40.7711,182
-73.9639,40.7736,182
-73.9640,40.7765,182
-73.9643,40.7563,182
-73.9655,40.7635,182
-73.9666,40.7643,182
-73.9688,40.7642,182
-73.9702,40.7624,182
-73.9714,40.7823,182
-73.9719,40.7569,182
-73.9721,40.7596,182
-73.973,40.7642,182
-73.9740,40.7627,182
-73.9741,40.7567,182
-73.9745,40.7564,182
-73.9747,40.7508,182
-73.9750,40.7876,182
-73.9751,40.7444,182
-73.9753,40.7557,182
-73.9755,40.7654,182
-73.9759,40.7445,182
-73.9769,40.7432,182
-73.9769,40.7850,182
-73.9770,40.7266,182
-73.9770,40.7900,182
-73.9784,40.7412,182
-73.9784,40.7513,182
-73.9785,40.7458,182
-73.9786,40.7626,182
-73.9787,40.7625,182
-73.9790,40.7404,182
-73.9790,40.7774,182
-73.9791,40.7668,182
-73.9798,40.7549,182
-73.9799,40.7489,182
-73.9800,40.7605,182
-73.9801,40.7606,182
-73.9801,40.7756,182
-73.9813,40.7469,182
-73.9820,40.7694,182
-73.9820,40.7730,182
-73.9822,40.7458,182
-73.9823,40.7733,182
-73.9831,40.7265,182
-73.9834,40.7560,182
-73.9842,40.7291,182
-73.9850,40.7362,182
-73.9850,40.7684,182
-73.9853,40.7359,182
-73.9855,40.7631,182
-73.9860,40.7589,182
-73.9872,40.7448,182
-73.9875,40.7601,182
-73.9877,40.7325,182
-73.9879,40.7498,182
-73.9882,40.7492,182
-73.9882,40.7591,182
-73.9885,40.7589,182
-73.9888,40.7635,182
-73.9890,40.7366,182
-73.9893,40.7302,182
